8.76026	0.407472
11.612	0.399771
11.3828	0.0523187
9.09585	1.87065
8.33957	0.688081
10.0757	1.47339
10.0972	0.89237
9.77122	1.16493
10.5849	0.660558
10.5348	0.607787
10.7459	1.75177
9.03485	0.474282
9.45343	0.0384917
10.1949	0.485144
9.62973	1.12408
11.7366	0.882195
8.49721	0.570759
9.07006	0.934988
9.23532	0.250854
9.81184	1.51315
11.3226	1.93468
11.2524	1.0417
9.30304	0.537104
10.6948	0.541231
8.03114	0.354178
9.54474	0.377994
9.72593	0.005616
8.22714	0.519691
10.0432	1.96668
9.51926	1.83641
9.74215	0.391737
12.6959	1.6585
8.86231	1.22027
10.1112	0.672931
8.60186	0.477463
10.6431	1.37519
8.7411	0.259477
8.3753	0.996947
9.85072	1.3338
8.55648	0.65806
